presidente de los Estados Unidos	SPA_NW_001375_20150622_F0010003M:5694-5725	m.060d2	ORG
Clinton	SPA_DF_001258_20150704_F001000BI:1862-1868	m.0157m	PER
Clinton	SPA_DF_001258_20150704_F001000BI:2507-2513	m.0157m	PER
Clinton	SPA_DF_001258_20150704_F001000BI:2814-2820	m.0157m	PER
Clinton	SPA_NW_001375_20150622_F0010003M:1740-1746	m.0157m	PER
Clinton	SPA_NW_001375_20150622_F0010003M:2380-2386	m.0157m	PER
Clinton	SPA_NW_001375_20150622_F0010003M:3749-3755	m.0157m	PER
Clinton	SPA_NW_001375_20150622_F0010003M:4739-4745	m.0157m	PER
Clinton	SPA_NW_001375_20150622_F0010003M:5218-5224	m.0157m	PER
Clinton	SPA_NW_001375_20150622_F0010003M:6402-6408	m.0157m	PER
Clinton	SPA_NW_001375_20150622_F0010003M:6883-6889	m.0157m	PER
Clinton	SPA_NW_001375_20150622_F0010003M:7077-7083	m.0157m	PER
Clinton	SPA_DF_001258_20150704_F001000BJ:2628-2634	m.0157m	PER
Clinton	SPA_DF_001258_20150704_F001000BJ:3023-3029	m.0157m	PER
CLINTON	SPA_DF_000404_20150708_F001000AY:3364-3370	m.0157m	PER
CLINTON	SPA_DF_000404_20150708_F001000AY:3784-3790	m.0157m	PER
Clinton	SPA_DF_001258_20150615_F001000B5:3891-3897	m.0157m	PER
Clinton	SPA_DF_000404_20150530_F001000C5:6579-6585	m.0157m	PER
Clinton	SPA_DF_000404_20150530_F001000C5:7650-7656	m.0157m	PER
Texas	SPA_NW_001075_20150615_F0010003L:1677-1681	m.07b_l	GPE
Texas	SPA_NW_001457_20150623_F0010004D:1559-1563	m.07b_l	GPE
Texas	SPA_DF_001258_20150704_F001000BI:1043-1047	m.07b_l	GPE
Texas	SPA_NW_001123_20150615_F0010003O:2193-2197	m.07b_l	GPE
Texas	SPA_NW_001375_20150622_F0010003M:5999-6003	m.07b_l	GPE
Texas	SPA_NW_001096_20150615_F0010003P:2002-2006	m.07b_l	GPE
Texas	SPA_DF_000386_20150710_F0010007V:10323-10327	m.07b_l	GPE
American	SPA_NW_001455_20150622_F0010004H:1030-1037	m.09c7w0	GPE
American	SPA_DF_000386_20150710_F0010007V:9036-9043	m.09c7w0	GPE
American	SPA_DF_000386_20150710_F0010007V:11485-11492	m.09c7w0	GPE
Egipto	SPA_NW_001451_20150625_F00100045:3722-3727	m.02k54	GPE
Iranies	SPA_DF_001258_20150107_F001000BD:1250-1256	m.03shp	GPE
Iranies	SPA_DF_001258_20150107_F001000BD:3746-3752	m.03shp	GPE
Iranies	SPA_DF_001258_20150107_F001000BD:4720-4726	m.03shp	GPE
camerunesas	SPA_NW_001363_20150804_F0010002K:1572-1582	m.01nln	GPE
camerunesas	SPA_NW_001363_20150801_F0010002L:422-432	m.01nln	GPE
California	SPA_DF_000386_20150710_F0010007V:13866-13875	m.01n7q	GPE
Panama	SPA_DF_000404_20150530_F001000C5:3513-3518	m.05qx1	GPE
Republicans	SPA_DF_000386_20150710_F0010007V:3541-3551	m.07wbk	ORG
Republicans	SPA_DF_000386_20150710_F0010007V:5158-5168	m.07wbk	ORG
Gray	SPA_NW_001360_20150501_F0010002F:848-851	NIL10000	PER
Gray	SPA_NW_001360_20150501_F0010002F:1356-1359	NIL10000	PER
Gray	SPA_NW_001360_20150501_F0010002F:1588-1591	NIL10000	PER
Gray	SPA_NW_001360_20150501_F0010002F:2006-2009	NIL10000	PER
Gray	SPA_NW_001360_20150501_F0010002F:2245-2248	NIL10000	PER
Gray	SPA_NW_001360_20150501_F0010002F:3073-3076	NIL10000	PER
Gray	SPA_NW_001360_20150501_F0010002F:5083-5086	NIL10000	PER
Gray	SPA_NW_001360_20150709_F0010002E:337-340	NIL10000	PER
Gray	SPA_NW_001360_20150709_F0010002E:384-387	NIL10000	PER
Gray	SPA_NW_001360_20150709_F0010002E:1925-1928	NIL10000	PER
Gray	SPA_NW_001360_20150709_F0010002E:3793-3796	NIL10000	PER
Gray	SPA_NW_001360_20150709_F0010002E:4048-4051	NIL10000	PER
Gray	SPA_NW_001102_20150602_F0010002D:1257-1260	NIL10000	PER
Gray	SPA_NW_001102_20150602_F0010002D:3336-3339	NIL10000	PER
Gray	SPA_NW_001362_20150430_F0010002J:1837-1840	NIL10000	PER
Gray	SPA_DF_000404_20150430_F001000AX:248-251	NIL10000	PER
Gray	SPA_NW_001362_20150527_F0010002I:1551-1554	NIL10000	PER
Houston	SPA_DF_001258_20150703_F001000B9:4544-4550	m.03l2n	GPE
Kuwait	SPA_NW_001450_20150626_F00100041:278-283	m.047yc	GPE
Kuwait	SPA_NW_001450_20150626_F00100041:411-416	m.047yc	GPE
Kuwait	SPA_NW_001450_20150626_F00100041:730-735	m.047yc	GPE
Kuwait	SPA_NW_001450_20150626_F00100041:1095-1100	m.047yc	GPE
Kuwait	SPA_NW_001113_20150629_F00100042:328-333	m.047yc	GPE
Kuwait	SPA_NW_001113_20150629_F00100042:531-536	m.047yc	GPE
Kuwait	SPA_NW_001113_20150629_F00100042:1155-1160	m.047yc	GPE
Kuwait	SPA_NW_001113_20150629_F00100042:1317-1322	m.047yc	GPE
Kuwait	SPA_DF_001251_20150626_F00100082:786-791	m.047yc	GPE
Kuwait	SPA_DF_001251_20150626_F00100082:1281-1286	m.047yc	GPE
Kuwait	SPA_DF_001251_20150626_F00100082:1898-1903	m.047yc	GPE
Kuwait	SPA_DF_001251_20150626_F00100082:2263-2268	m.047yc	GPE
Kuwait	SPA_DF_001251_20150626_F00100082:3302-3307	m.047yc	GPE
Kuwait	SPA_DF_001251_20150626_F00100082:4001-4006	m.047yc	GPE
Kuwait	SPA_DF_001251_20150626_F00100082:4764-4769	m.047yc	GPE
Kuwait	SPA_DF_001251_20150626_F00100082:7859-7864	m.047yc	GPE
Kuwait	SPA_NW_001449_20150626_F0010003Y:309-314	m.047yc	GPE
Kuwait	SPA_NW_001449_20150626_F0010003Y:671-676	m.047yc	GPE
Kuwait	SPA_DF_001258_20150627_F001000C6:132-137	m.047yc	GPE
Kuwait	SPA_DF_001258_20150627_F001000C6:270-275	m.047yc	GPE
Kuwait	SPA_DF_001258_20150627_F001000C6:2234-2239	m.047yc	GPE
Kuwait	SPA_DF_001258_20150627_F001000C6:2773-2778	m.047yc	GPE
Kuwait	SPA_DF_001258_20150627_F001000B8:146-151	m.047yc	GPE
Kuwait	SPA_NW_001113_20150626_F00100043:542-547	m.047yc	GPE
Kuwait	SPA_NW_001113_20150626_F00100043:4090-4095	m.047yc	GPE
Kuwait	SPA_NW_001449_20150627_F0010003X:2972-2977	m.047yc	GPE
España	SPA_NW_001451_20150625_F00100045:1341-1346	m.06mkj	GPE
España	SPA_NW_001451_20150625_F00100045:1944-1949	m.06mkj	GPE
España	SPA_NW_001451_20150625_F00100045:2184-2189	m.06mkj	GPE
España	SPA_NW_001451_20150625_F00100045:5274-5279	m.06mkj	GPE
España	SPA_NW_001446_20150426_F0010003S:304-309	m.06mkj	GPE
España	SPA_NW_001446_20150426_F0010003S:1463-1468	m.06mkj	GPE
España	SPA_NW_001369_20150110_F0010002W:1286-1291	m.06mkj	GPE
España	SPA_DF_001251_20150701_F00100081:1163-1168	m.06mkj	GPE
España	SPA_DF_001251_20150701_F00100081:1455-1460	m.06mkj	GPE
España	SPA_NW_001444_20150729_F0010003Q:1526-1531	m.06mkj	GPE
españa	SPA_DF_001255_20150626_F00100085:607-612	m.06mkj	GPE
españa	SPA_DF_001255_20150626_F00100085:5415-5420	m.06mkj	GPE
España	SPA_DF_001255_20150626_F00100085:5597-5602	m.06mkj	GPE
España	SPA_NW_001376_20150602_F00100037:2301-2306	m.06mkj	GPE
España	SPA_NW_001444_20150717_F0010003I:1464-1469	m.06mkj	GPE
España	SPA_NW_001444_20150717_F0010003I:1750-1755	m.06mkj	GPE
España	SPA_DF_001251_20150626_F00100082:1588-1593	m.06mkj	GPE
España	SPA_DF_001251_20150626_F00100082:2711-2716	m.06mkj	GPE
España	SPA_DF_001251_20150626_F00100082:7211-7216	m.06mkj	GPE
España	SPA_DF_001502_20150711_F001000BV:1655-1660	m.06mkj	GPE
España	SPA_DF_001502_20150711_F001000BV:3683-3688	m.06mkj	GPE
España	SPA_DF_001502_20150711_F001000BV:11288-11293	m.06mkj	GPE
España	SPA_DF_001502_20150711_F001000BV:12104-12109	m.06mkj	GPE
España	SPA_DF_001502_20150711_F001000BV:14147-14152	m.06mkj	GPE
España	SPA_DF_001502_20150711_F001000BV:15867-15872	m.06mkj	GPE
España	SPA_DF_001502_20150711_F001000BV:16751-16756	m.06mkj	GPE
Moscú	SPA_NW_001461_20140602_F0010004O:1404-1408	m.04swd	GPE
Cámara	SPA_NW_001452_20150523_F00100046:1613-1618	m.0b3wk	ORG
cámara	SPA_NW_001454_20150621_F0010004G:1167-1172	m.0b3wk	ORG
cámara	SPA_NW_001362_20150430_F0010002J:536-541	m.0b3wk	ORG
cámara	SPA_NW_001362_20150430_F0010002J:2218-2223	m.0b3wk	ORG
cámara	SPA_NW_001102_20150602_F0010002D:500-505	m.0b3wk	ORG
QATAR	SPA_DF_000404_20141114_F001000B0:143-147	m.0697s	GPE
QATAR	SPA_DF_000404_20141114_F001000B0:372-376	m.0697s	GPE
qatar	SPA_DF_000404_20141114_F001000B0:2475-2479	m.0697s	GPE
Qatar	SPA_DF_001258_20150527_F001000B4:1503-1507	m.0697s	GPE
Qatar	SPA_DF_000386_20150602_F0010007X:3225-3229	m.0697s	GPE
qatar	SPA_DF_000386_20150528_F0010007Q:3020-3024	m.0697s	GPE
Tokio	SPA_DF_000386_20150708_F0010007Z:5010-5014	m.07dfk	GPE
liberia	SPA_DF_000386_20150505_F0010007M:2319-2325	m.04hzj	GPE
Columbia	SPA_NW_001456_20150707_F0010004B:439-446	m.01ls2	GPE
Columbia	SPA_NW_001456_20150707_F0010004B:616-623	m.01ls2	GPE
Columbia	SPA_NW_001453_20150624_F00100048:1239-1246	m.01ls2	GPE
Columbia	SPA_NW_001453_20150624_F00100048:1506-1513	m.01ls2	GPE
Columbia	SPA_NW_001455_20150622_F0010004H:2086-2093	m.01ls2	GPE
Columbia	SPA_NW_001455_20150622_F0010004H:3256-3263	m.01ls2	GPE
Columbia	SPA_NW_001454_20150719_F00100049:691-698	m.01ls2	GPE
Columbia	SPA_NW_001459_20150620_F0010004J:643-650	m.01ls2	GPE
PA	SPA_DF_001258_20150527_F001000B4:1010-1011	m.0604m	ORG
pa	SPA_DF_001258_20150711_F001000CG:901-902	m.0604m	ORG
PA	SPA_DF_001258_20150711_F001000CG:2563-2564	m.0604m	ORG
pa	SPA_DF_000404_20141114_F001000B0:1784-1785	m.0604m	ORG
pa	SPA_DF_001258_20140512_F001000BC:1868-1869	m.0604m	ORG
pa	SPA_DF_001258_20150629_F001000C7:2974-2975	m.0604m	ORG
pa	SPA_DF_001258_20150629_F001000C7:4171-4172	m.0604m	ORG
PA	SPA_DF_001258_20150118_F001000BF:2604-2605	m.0604m	ORG
pa	SPA_DF_001258_20140502_F001000CA:2399-2400	m.0604m	ORG
pa	SPA_DF_001258_20150628_F001000CJ:6966-6967	m.0604m	ORG
Italia	SPA_NW_001451_20150625_F00100045:1349-1354	m.03rjj	GPE
Italia	SPA_NW_001451_20150625_F00100045:5292-5297	m.03rjj	GPE
Italia	SPA_NW_001122_20150724_F0010003B:1204-1209	m.03rjj	GPE
Italia	SPA_DF_000386_20150628_F0010007U:2625-2630	m.03rjj	GPE
Italia	SPA_NW_001442_20150420_F0010003E:2879-2884	m.03rjj	GPE
británica	SPA_NW_001449_20150627_F0010003X:2347-2355	m.07ssc	GPE
Toyota	SPA_DF_000386_20150505_F0010007M:2678-2683	m.07mb6	ORG
Congreso	SPA_NW_001465_20150602_F0010004P:251-258	m.07t31	ORG
Congreso	SPA_NW_001445_20150729_F0010003K:934-941	m.07t31	ORG
congreso	SPA_DF_001258_20150704_F001000BI:815-822	m.07t31	ORG
Congreso	SPA_NW_001454_20150719_F00100049:1897-1904	m.07t31	ORG
Congreso	SPA_NW_001367_20150529_F00100035:479-486	m.07t31	ORG
Congreso	SPA_DF_000386_20150527_F0010007N:967-974	m.07t31	ORG
congreso	SPA_DF_001258_20150602_F001000BQ:373-380	m.07t31	ORG
Congreso	SPA_DF_000386_20150602_F0010007X:861-868	m.07t31	ORG
congreso	SPA_NW_001376_20150603_F00100038:3832-3839	m.07t31	ORG
MUD	SPA_DF_001258_20140123_F001000BK:1454-1456	m.0czf0s1	ORG
Mud	SPA_DF_001258_20150602_F001000BQ:3774-3776	m.0czf0s1	ORG
Reuters	SPA_NW_001363_20150801_F0010002L:888-894	m.0ps53	ORG
Reuters	SPA_NW_001363_20150804_F0010002K:397-403	m.0ps53	ORG
Reuters	SPA_NW_001373_20150727_F00100033:1809-1815	m.0ps53	ORG
Reuters	SPA_DF_001258_20150109_F001000BM:688-694	m.0ps53	ORG
Reuters	SPA_DF_001258_20150109_F001000BM:1801-1807	m.0ps53	ORG
Reuters	SPA_NW_001453_20150623_F00100047:2142-2148	m.0ps53	ORG
Reuters	SPA_NW_001371_20150727_F0010002Y:2876-2882	m.0ps53	ORG
sudamericano	SPA_NW_001461_20140602_F0010004O:769-780	m.06n3y	LOC
Sudamericano	SPA_NW_001122_20150724_F0010003B:1858-1869	m.06n3y	LOC
sudamericano	SPA_DF_000386_20150708_F0010007Z:9013-9024	m.06n3y	LOC
sudamericano	SPA_DF_000386_20150708_F0010007Z:9262-9273	m.06n3y	LOC
hospital	SPA_NW_001362_20150527_F0010002I:4959-4966	m.074kdj	FAC
Atenas	SPA_NW_001442_20150625_F0010003F:605-610	m.0n2z	GPE
Atenas	SPA_NW_001442_20150625_F0010003F:852-857	m.0n2z	GPE
Atenas	SPA_NW_001442_20150625_F0010003F:980-985	m.0n2z	GPE
Atenas	SPA_NW_001442_20150625_F0010003F:1201-1206	m.0n2z	GPE
Atenas	SPA_NW_001442_20150625_F0010003F:1767-1772	m.0n2z	GPE
Atenas	SPA_NW_001442_20150625_F0010003F:2825-2830	m.0n2z	GPE
Atenas	SPA_NW_001442_20150625_F0010003F:2847-2852	m.0n2z	GPE
Atenas	SPA_NW_001442_20150625_F0010003F:4095-4100	m.0n2z	GPE
Atenas	SPA_NW_001442_20150625_F0010003F:4308-4313	m.0n2z	GPE
Atenas	SPA_DF_001258_20150706_F001000BU:292-297	m.0n2z	GPE
Atenas	SPA_DF_001258_20150711_F001000CG:2556-2561	m.0n2z	GPE
Atenas	SPA_NW_001102_20150706_F0010003C:2425-2430	m.0n2z	GPE
Atenas	SPA_NW_001374_20150708_F00100034:605-610	m.0n2z	GPE
Atenas	SPA_DF_001258_20150628_F001000CJ:3912-3917	m.0n2z	GPE
Americanas	SPA_DF_000386_20150708_F0010007Z:5929-5938	m.09c7w0	GPE
americanas	SPA_DF_000386_20150708_F0010007Z:5949-5958	m.09c7w0	GPE
americanas	SPA_DF_000386_20150708_F0010007Z:6895-6904	m.09c7w0	GPE
ONU	SPA_NW_001446_20150426_F0010003S:1690-1692	m.07t65	ORG
ONU	SPA_NW_001460_20150624_F0010004M:2537-2539	m.07t65	ORG
África	SPA_NW_001367_20150529_F00100035:1951-1956	m.0dg3n1	LOC
Tierra	SPA_DF_000404_20150429_F001000AV:704-709	m.02j71	LOC
Tierra	SPA_DF_000404_20150429_F001000AV:987-992	m.02j71	LOC
tierra	SPA_NW_001446_20150425_F0010003R:1199-1204	m.02j71	LOC
tierra	SPA_NW_001446_20150425_F0010003R:1741-1746	m.02j71	LOC
tierra	SPA_DF_000404_20150512_F001000BZ:861-866	m.02j71	LOC
tierra	SPA_DF_001251_20140901_F001000BT:2671-2676	m.02j71	LOC
tierra	SPA_DF_001251_20140901_F001000BT:4527-4532	m.02j71	LOC
Tierra	SPA_NW_001444_20150717_F0010003I:4051-4056	m.02j71	LOC
tierra	SPA_DF_001258_20150628_F001000CJ:3497-3502	m.02j71	LOC
tierra	SPA_DF_000386_20150710_F0010007V:9618-9623	m.02j71	LOC
tierra	SPA_DF_000386_20150710_F0010007V:12067-12072	m.02j71	LOC
ESPN	SPA_DF_000386_20150428_F0010007O:346-349	m.0kc6x	ORG
Bahamas	SPA_NW_001376_20150602_F00100037:662-668	m.0160w	LOC
EFE	SPA_DF_001258_20150425_F001000B2:239-241	m.022blt	ORG
Efe	SPA_DF_001258_20150425_F001000B2:422-424	m.022blt	ORG
EFE	SPA_DF_001258_20150425_F001000B2:470-472	m.022blt	ORG
EFE	SPA_DF_001258_20150425_F001000BH:302-304	m.022blt	ORG
Efe	SPA_DF_001258_20150425_F001000BH:485-487	m.022blt	ORG
EFE	SPA_DF_001258_20150425_F001000BH:533-535	m.022blt	ORG
EFE	SPA_DF_001258_20150706_F001000BU:307-309	m.022blt	ORG
EFE	SPA_DF_001258_20150706_F001000BU:779-781	m.022blt	ORG
EFE	SPA_NW_001450_20150626_F00100040:1003-1005	m.022blt	ORG
EFE	SPA_NW_001452_20150523_F00100046:461-463	m.022blt	ORG
Efe	SPA_NW_001113_20150626_F00100043:812-814	m.022blt	ORG
Efe	SPA_NW_001113_20150626_F00100043:1298-1300	m.022blt	ORG
EFE	SPA_DF_001258_20150602_F001000BQ:216-218	m.022blt	ORG
EFE	SPA_DF_001258_20150602_F001000BQ:985-987	m.022blt	ORG
EFE	SPA_NW_001453_20150624_F00100048:461-463	m.022blt	ORG
Efe	SPA_DF_001258_20150501_F001000CH:3614-3616	m.022blt	ORG
EFE	SPA_NW_001360_20150501_F0010002F:5207-5209	m.022blt	ORG
Republicano	SPA_NW_001445_20150729_F0010003K:442-452	m.07wbk	ORG
Republicano	SPA_NW_001445_20150729_F0010003K:1368-1378	m.07wbk	ORG
REPUBLICANO	SPA_DF_000404_20150708_F001000AY:3558-3568	m.07wbk	ORG
REPUBLICANO	SPA_DF_000404_20150708_F001000AY:3978-3988	m.07wbk	ORG
Republicano	SPA_DF_000404_20150708_F001000AY:4146-4156	m.07wbk	ORG
republicano	SPA_NW_001096_20150615_F0010003P:1602-1612	m.07wbk	ORG
republicano	SPA_NW_001096_20150615_F0010003P:6885-6895	m.07wbk	ORG
republicano	SPA_DF_001258_20150704_F001000BI:2473-2483	m.07wbk	ORG
republicano	SPA_DF_001258_20150704_F001000BI:2780-2790	m.07wbk	ORG
republicano	SPA_DF_001258_20150707_F001000CF:3085-3095	m.07wbk	ORG
republicano	SPA_NW_001375_20150622_F0010003M:2182-2192	m.07wbk	ORG
republicano	SPA_NW_001375_20150622_F0010003M:2697-2707	m.07wbk	ORG
republicano	SPA_NW_001375_20150622_F0010003M:3317-3327	m.07wbk	ORG
republicano	SPA_NW_001375_20150622_F0010003M:3971-3981	m.07wbk	ORG
republicano	SPA_NW_001375_20150622_F0010003M:4132-4142	m.07wbk	ORG
Republicano	SPA_DF_001258_20150615_F001000B5:578-588	m.07wbk	ORG
Republicano	SPA_DF_001258_20150615_F001000B5:893-903	m.07wbk	ORG
republicano	SPA_DF_001258_20150615_F001000B5:4189-4199	m.07wbk	ORG
republicano	SPA_NW_001075_20150615_F0010003L:597-607	m.07wbk	ORG
republicano	SPA_NW_001123_20150615_F0010003O:719-729	m.07wbk	ORG
occidente	SPA_DF_001258_20150627_F001000C6:326-334	m.020wr2	LOC
Occidente	SPA_DF_001258_20150627_F001000C6:1615-1623	m.020wr2	LOC
occidente	SPA_DF_001258_20150627_F001000C6:2290-2298	m.020wr2	LOC
OCCIDENTE	SPA_DF_001258_20150627_F001000C6:2376-2384	m.020wr2	LOC
occidente	SPA_DF_001258_20150627_F001000C6:2829-2837	m.020wr2	LOC
occidente	SPA_DF_001258_20150627_F001000C6:3162-3170	m.020wr2	LOC
Occidente	SPA_DF_001258_20150627_F001000C6:4994-5002	m.020wr2	LOC
occidente	SPA_NW_001372_20150728_F00100031:1803-1811	m.020wr2	LOC
Occidente	SPA_DF_001258_20150107_F001000BD:3090-3098	m.020wr2	LOC
argentinos	SPA_NW_001457_20150620_F0010004K:474-483	m.0jgd	GPE
argentinos	SPA_NW_001078_20150528_F0010003A:1351-1360	m.0jgd	GPE
argentinos	SPA_NW_001078_20150528_F0010003A:2309-2318	m.0jgd	GPE
argentinos	SPA_NW_001078_20150528_F0010003A:3378-3387	m.0jgd	GPE
argentinos	SPA_NW_001122_20150724_F0010003B:1020-1029	m.0jgd	GPE
ARGENTINOS	SPA_DF_001258_20150622_F001000BR:4989-4998	m.0jgd	GPE
argentinos	SPA_NW_001376_20150603_F00100038:924-933	m.0jgd	GPE
ucranianos	SPA_DF_001251_20150701_F00100083:5808-5817	m.07t21	GPE
argentino	SPA_NW_001465_20150602_F0010004P:791-799	m.0jgd	GPE
Argentino	SPA_NW_001375_20150622_F0010003M:711-719	m.0jgd	GPE
Argentino	SPA_NW_001375_20150622_F0010003M:4489-4497	m.0jgd	GPE
argentino	SPA_NW_001078_20150528_F0010003A:2439-2447	m.0jgd	GPE
Argentino	SPA_NW_001078_20150528_F0010003A:3887-3895	m.0jgd	GPE
Argentino	SPA_NW_001375_20150727_F00100036:1491-1499	m.0jgd	GPE
argentino	SPA_DF_000386_20150628_F0010007U:6987-6995	m.0jgd	GPE
AFP	SPA_NW_001460_20150624_F0010004M:443-445	m.02dlk9	ORG
AFP	SPA_NW_001364_20150328_F0010002N:682-684	m.02dlk9	ORG
AFP	SPA_NW_001364_20150328_F0010002N:1812-1814	m.02dlk9	ORG
AFP	SPA_NW_001446_20150425_F0010003R:1566-1568	m.02dlk9	ORG
Pekín	SPA_NW_001371_20150727_F0010002Y:382-386	m.01914	GPE
Pekín	SPA_NW_001371_20150727_F0010002Y:1088-1092	m.01914	GPE
Pekín	SPA_NW_001371_20150727_F0010002Y:1757-1761	m.01914	GPE
Pekín	SPA_NW_001371_20150727_F0010002Y:3105-3109	m.01914	GPE
Pekín	SPA_NW_001373_20150727_F00100033:716-720	m.01914	GPE
Pekín	SPA_NW_001373_20150727_F00100033:2036-2040	m.01914	GPE
Pekín	SPA_NW_001371_20150528_F0010002Z:301-305	m.01914	GPE
Pekín	SPA_NW_001373_20150802_F00100032:2953-2957	m.01914	GPE
Pekín	SPA_NW_001372_20150721_F00100030:3246-3250	m.01914	GPE
Pekín	SPA_DF_000386_20150708_F0010007Z:2237-2241	m.01914	GPE
Podemos	SPA_NW_001444_20150717_F0010003I:253-259	m.0_qfn6p	ORG
Podemos	SPA_NW_001444_20150717_F0010003I:1599-1605	m.0_qfn6p	ORG
Podemos	SPA_NW_001444_20150717_F0010003I:1889-1895	m.0_qfn6p	ORG
Podemos	SPA_NW_001444_20150717_F0010003I:1997-2003	m.0_qfn6p	ORG
Podemos	SPA_NW_001444_20150717_F0010003I:2461-2467	m.0_qfn6p	ORG
podemos	SPA_NW_001123_20150615_F0010003O:1473-1479	m.0_qfn6p	ORG
podemos	SPA_NW_001369_20150111_F0010002V:5437-5443	m.0_qfn6p	ORG
podemos	SPA_NW_001376_20150603_F00100038:3338-3344	m.0_qfn6p	ORG
Podemos	SPA_DF_001258_20150628_F001000CJ:9650-9656	m.0_qfn6p	ORG
Podemos	SPA_DF_001258_20150628_F001000CJ:10172-10178	m.0_qfn6p	ORG
podemos	SPA_DF_000386_20150527_F0010007N:702-708	m.0_qfn6p	ORG
Podemos	SPA_NW_001102_20150706_F0010003C:2620-2626	m.0_qfn6p	ORG
Podemos	SPA_DF_001502_20150711_F001000BV:11826-11832	m.0_qfn6p	ORG
Japón	SPA_DF_000386_20150708_F0010007Z:1378-1382	m.03_3d	GPE
Japón	SPA_DF_000386_20150708_F0010007Z:6816-6820	m.03_3d	GPE
japón	SPA_DF_001258_20150602_F001000BQ:2860-2864	m.03_3d	GPE
Japón	SPA_DF_000386_20150717_F0010007T:1746-1750	m.03_3d	GPE
JAPÓN	SPA_DF_001258_20150705_F001000BS:4719-4723	m.03_3d	GPE
Pakistán	SPA_NW_001446_20150425_F0010003R:955-962	m.05sb1	GPE
demócrata	SPA_NW_001375_20150622_F0010003M:421-429	m.0d075m	ORG
demócrata	SPA_NW_001375_20150622_F0010003M:3195-3203	m.0d075m	ORG
demócrata	SPA_NW_001375_20150622_F0010003M:3779-3787	m.0d075m	ORG
demócrata	SPA_NW_001456_20150623_F0010004C:1861-1869	m.0d075m	ORG
Demócrata	SPA_NW_001445_20141209_F0010003J:2217-2225	m.0d075m	ORG
demócrata	SPA_NW_001454_20150719_F00100049:2436-2444	m.0d075m	ORG
demócrata	SPA_NW_001459_20150620_F0010004J:1827-1835	m.0d075m	ORG
demócrata	SPA_NW_001096_20150615_F0010003P:5047-5055	m.0d075m	ORG
Demócrata	SPA_NW_001096_20150615_F0010003P:6525-6533	m.0d075m	ORG
demócrata	SPA_NW_001360_20150709_F0010002E:1496-1504	m.0d075m	ORG
demócrata	SPA_DF_001258_20150615_F001000B5:4203-4211	m.0d075m	ORG
Florida	SPA_NW_001445_20150729_F0010003K:592-598	m.02xry	GPE
Florida	SPA_NW_001445_20150729_F0010003K:1854-1860	m.02xry	GPE
Florida	SPA_NW_001445_20150729_F0010003K:2136-2142	m.02xry	GPE
Florida	SPA_NW_001117_20150613_F0010003N:464-470	m.02xry	GPE
Florida	SPA_NW_001117_20150613_F0010003N:1441-1447	m.02xry	GPE
Florida	SPA_DF_000404_20150617_F001000BX:783-789	m.02xry	GPE
Florida	SPA_DF_000404_20150617_F001000BX:1811-1817	m.02xry	GPE
Florida	SPA_NW_001075_20150615_F0010003L:470-476	m.02xry	GPE
Florida	SPA_NW_001075_20150615_F0010003L:1437-1443	m.02xry	GPE
Florida	SPA_DF_001258_20150704_F001000BI:2567-2573	m.02xry	GPE
Florida	SPA_DF_001258_20150704_F001000BI:2874-2880	m.02xry	GPE
Florida	SPA_NW_001096_20150615_F0010003P:1620-1626	m.02xry	GPE
Florida	SPA_NW_001096_20150615_F0010003P:4567-4573	m.02xry	GPE
Florida	SPA_NW_001096_20150615_F0010003P:5154-5160	m.02xry	GPE
Florida	SPA_NW_001096_20150615_F0010003P:6626-6632	m.02xry	GPE
Florida	SPA_NW_001096_20150615_F0010003P:7522-7528	m.02xry	GPE
Florida	SPA_NW_001123_20150615_F0010003O:538-544	m.02xry	GPE
Florida	SPA_NW_001123_20150615_F0010003O:2235-2241	m.02xry	GPE
Florida	SPA_NW_001456_20150707_F0010004B:1759-1765	m.02xry	GPE
Florida	SPA_NW_001375_20150622_F0010003M:521-527	m.02xry	GPE
Florida	SPA_NW_001375_20150622_F0010003M:1323-1329	m.02xry	GPE
Florida	SPA_NW_001375_20150622_F0010003M:3017-3023	m.02xry	GPE
Florida	SPA_DF_001258_20150615_F001000B5:1459-1465	m.02xry	GPE
Florida	SPA_DF_001258_20150615_F001000B5:1652-1658	m.02xry	GPE
británico	SPA_NW_001367_20150529_F0010002R:1667-1675	m.07ssc	GPE
británico	SPA_NW_001078_20150528_F0010003A:3325-3333	m.07ssc	GPE
británico	SPA_NW_001442_20150420_F0010003E:3550-3558	m.07ssc	GPE
IRS	SPA_DF_000404_20150530_F001000C5:4685-4687	m.03z19	ORG
IRS	SPA_DF_000404_20150530_F001000C5:4847-4849	m.03z19	ORG
IRS	SPA_DF_000404_20150530_F001000C5:5989-5991	m.03z19	ORG
IRS	SPA_DF_000404_20150530_F001000C5:6293-6295	m.03z19	ORG
IBM	SPA_NW_001373_20150802_F00100032:1625-1627	m.03sc8	ORG
