Athens Water Supply and Sewerage Company	ENG_NW_001436_20140731_F0010006P:9150-9189	m.012w3pq1	ORG
Nepal	ENG_DF_001483_20150425_F001000DM:7779-7783	m.016zwt	GPE
Nepal	ENG_DF_001483_20150425_F001000DM:8733-8737	m.016zwt	GPE
Nepal	ENG_DF_001483_20150425_F001000DM:8919-8923	m.016zwt	GPE
Nepal	ENG_DF_001483_20150425_F001000DM:9364-9368	m.016zwt	GPE
Nepal	ENG_DF_001483_20150425_F001000DM:9821-9825	m.016zwt	GPE
Nepal	ENG_DF_001483_20150425_F001000DM:10143-10147	m.016zwt	GPE
Nepal	ENG_DF_001483_20150425_F001000DM:10977-10981	m.016zwt	GPE
Nepal	ENG_DF_001483_20150425_F001000DM:11554-11558	m.016zwt	GPE
Nepal	ENG_DF_000300_20150426_F0010008U:124-128	m.016zwt	GPE
Nepal	ENG_DF_000300_20150426_F0010008U:1962-1966	m.016zwt	GPE
Nepal	ENG_DF_000300_20150426_F0010008U:2010-2014	m.016zwt	GPE
Nepal	ENG_DF_000300_20150426_F0010008U:2181-2185	m.016zwt	GPE
Nepal	ENG_DF_000300_20150426_F0010008U:2413-2417	m.016zwt	GPE
Nepal	ENG_DF_000300_20150426_F0010008U:2744-2748	m.016zwt	GPE
Nepal	ENG_DF_000300_20150426_F0010008U:2770-2774	m.016zwt	GPE
Nepal	ENG_DF_000300_20150426_F0010008U:4658-4662	m.016zwt	GPE
Nepal	ENG_DF_000300_20150426_F0010008U:4910-4914	m.016zwt	GPE
Nepal	ENG_DF_000300_20150426_F0010008U:5520-5524	m.016zwt	GPE
Nepal	ENG_DF_000300_20150426_F0010008U:7089-7093	m.016zwt	GPE
Nepal	ENG_DF_000300_20150601_F0010008V:94-98	m.016zwt	GPE
Nepal	ENG_DF_000300_20150601_F0010008V:458-462	m.016zwt	GPE
Istanbul	ENG_DF_001483_20150425_F001000DM:10679-10686	m.09949m	GPE
Saudis	ENG_DF_000317_20150426_F001000DF:11093-11098	m.01z215	GPE
Abuja	ENG_DF_000380_20150606_F001000D0:877-881	m.0fnxw	GPE
ISIL	ENG_DF_000200_20150702_F001000DW:1998-2001	m.027x630	ORG
ISIL	ENG_DF_000200_20150702_F001000DW:2045-2048	m.027x630	ORG
ISIL	ENG_DF_000200_20150702_F001000DW:3234-3237	m.027x630	ORG
ISIL	ENG_DF_000200_20150702_F001000DW:3281-3284	m.027x630	ORG
ISIL	ENG_DF_000200_20150702_F001000DW:5381-5384	m.027x630	ORG
ISIL	ENG_DF_000200_20150702_F001000DW:5420-5423	m.027x630	ORG
ISIL	ENG_DF_000200_20150702_F001000DW:6317-6320	m.027x630	ORG
ISIL	ENG_DF_000200_20150702_F001000DW:6356-6359	m.027x630	ORG
ISIL	ENG_DF_001237_20150307_F0010008T:4708-4711	m.027x630	ORG
Britain	ENG_NW_001387_20150601_F0010004Z:1611-1617	m.07ssc	GPE
Britain	ENG_NW_001387_20150601_F0010004Z:1957-1963	m.07ssc	GPE
Britain	ENG_NW_001387_20150601_F0010004Z:3843-3849	m.07ssc	GPE
Britain	ENG_DF_000379_20150604_F001000D1:17271-17277	m.07ssc	GPE
Britain	ENG_DF_000379_20150604_F001000D1:18329-18335	m.07ssc	GPE
Britain	ENG_DF_000379_20150604_F001000D1:18538-18544	m.07ssc	GPE
Britain	ENG_DF_000379_20150604_F001000D1:18910-18916	m.07ssc	GPE
Britain	ENG_DF_000379_20150604_F001000D1:19234-19240	m.07ssc	GPE
Britain	ENG_DF_000379_20150604_F001000D1:19720-19726	m.07ssc	GPE
Britain	ENG_NW_001405_20150629_F0010005N:3322-3328	m.07ssc	GPE
Britain	ENG_DF_000200_20150206_F001000DR:4220-4226	m.07ssc	GPE
Britain	ENG_DF_001237_20150307_F0010008T:2804-2810	m.07ssc	GPE
Britain	ENG_DF_001485_20150612_F001000E0:5527-5533	m.07ssc	GPE
Britain	ENG_DF_001219_20150712_F001000CU:6042-6048	m.07ssc	GPE
Switzerland	ENG_NW_001380_20150511_F0010004T:1046-1056	m.06mzp	GPE
Switzerland	ENG_NW_001380_20150511_F0010004T:1664-1674	m.06mzp	GPE
Switzerland	ENG_NW_001387_20150601_F0010004Z:2425-2435	m.06mzp	GPE
Switzerland	ENG_NW_001387_20150601_F0010004Z:2796-2806	m.06mzp	GPE
Switzerland	ENG_DF_001472_20150527_F001000D3:12090-12100	m.06mzp	GPE
Switzerland	ENG_DF_001472_20150527_F001000D3:12600-12610	m.06mzp	GPE
Switzerland	ENG_DF_001472_20150527_F001000D3:13319-13329	m.06mzp	GPE
Switzerland	ENG_DF_001472_20150527_F001000D3:13591-13601	m.06mzp	GPE
Switzerland	ENG_DF_001472_20150527_F001000D3:14208-14218	m.06mzp	GPE
Switzerland	ENG_DF_001472_20150527_F001000D3:14480-14490	m.06mzp	GPE
Switzerland	ENG_DF_001472_20150527_F001000D3:15903-15913	m.06mzp	GPE
Switzerland	ENG_NW_001426_20150624_F0010006E:1151-1161	m.06mzp	GPE
SWITZERLAND	ENG_DF_000354_20150531_F001000DQ:2687-2697	m.06mzp	GPE
Switzerland	ENG_DF_001471_20150528_F001000D2:13242-13252	m.06mzp	GPE
Switzerland	ENG_DF_001471_20150528_F001000D2:15648-15658	m.06mzp	GPE
Switzerland	ENG_DF_001467_20150527_F001000CQ:5373-5383	m.06mzp	GPE
Clinton	ENG_NW_001429_20150622_F0010006H:284-290	m.0157m	PER
Clinton	ENG_NW_001429_20150622_F0010006H:314-320	m.0157m	PER
Clinton	ENG_NW_001429_20150622_F0010006H:398-404	m.0157m	PER
Clinton	ENG_NW_001429_20150622_F0010006H:563-569	m.0157m	PER
Clinton	ENG_NW_001429_20150622_F0010006H:752-758	m.0157m	PER
Clinton	ENG_NW_001429_20150622_F0010006H:1064-1070	m.0157m	PER
Clinton	ENG_NW_001429_20150622_F0010006H:1571-1577	m.0157m	PER
Clinton	ENG_NW_001429_20150622_F0010006H:1716-1722	m.0157m	PER
Clinton	ENG_NW_001429_20150622_F0010006H:1962-1968	m.0157m	PER
Clinton	ENG_NW_001429_20150622_F0010006H:2173-2179	m.0157m	PER
Clinton	ENG_NW_001429_20150622_F0010006H:2334-2340	m.0157m	PER
Clinton	ENG_DF_001501_20150623_F0010008Y:102-108	m.0157m	PER
Clinton	ENG_DF_001501_20150623_F0010008Y:2562-2568	m.0157m	PER
Clinton	ENG_DF_001501_20150623_F0010008Y:3443-3449	m.0157m	PER
Clinton	ENG_DF_000259_20150616_F001000CX:6744-6750	m.0157m	PER
Clinton	ENG_DF_000259_20150616_F001000CX:8821-8827	m.0157m	PER
Clinton	ENG_DF_000259_20150616_F001000CX:10387-10393	m.0157m	PER
Clinton	ENG_DF_000259_20150616_F001000CX:10444-10450	m.0157m	PER
Clinton	ENG_DF_000259_20150616_F001000CX:10525-10531	m.0157m	PER
Clinton	ENG_DF_000259_20150616_F001000CX:10771-10777	m.0157m	PER
Clinton	ENG_DF_000259_20150616_F001000CX:10896-10902	m.0157m	PER
Clinton	ENG_DF_000259_20150616_F001000CX:11082-11088	m.0157m	PER
Clinton	ENG_DF_000259_20150616_F001000CX:14127-14133	m.0157m	PER
Clinton	ENG_DF_000259_20150616_F001000CX:14230-14236	m.0157m	PER
Clinton	ENG_DF_000259_20150616_F001000CX:14270-14276	m.0157m	PER
Clinton	ENG_DF_000259_20150616_F001000CX:14295-14301	m.0157m	PER
Clinton	ENG_DF_000259_20150616_F001000CX:14553-14559	m.0157m	PER
Clinton	ENG_DF_000259_20150616_F001000CX:14849-14855	m.0157m	PER
Clinton	ENG_DF_000259_20150616_F001000CX:15347-15353	m.0157m	PER
Clinton	ENG_DF_000259_20150616_F001000CX:15397-15403	m.0157m	PER
Clinton	ENG_DF_000259_20150616_F001000CX:16134-16140	m.0157m	PER
Clinton	ENG_DF_000259_20150616_F001000CX:16184-16190	m.0157m	PER
Clinton	ENG_DF_001237_20150716_F0010008R:1107-1113	m.0157m	PER
Clinton	ENG_DF_001237_20150716_F0010008R:2540-2546	m.0157m	PER
Clinton	ENG_DF_000367_20150408_F001000CK:133-139	m.0157m	PER
Clinton	ENG_DF_000367_20150408_F001000CK:3023-3029	m.0157m	PER
Clinton	ENG_DF_000367_20150408_F001000CK:3198-3204	m.0157m	PER
Clinton	ENG_DF_000367_20150408_F001000CK:5521-5527	m.0157m	PER
Clinton	ENG_DF_000367_20150408_F001000CK:7308-7314	m.0157m	PER
Clinton	ENG_DF_000367_20150408_F001000CK:8659-8665	m.0157m	PER
Clinton	ENG_DF_000170_20150219_F0010008Z:2166-2172	m.0157m	PER
Clinton	ENG_DF_000170_20150219_F0010008Z:2724-2730	m.0157m	PER
Clinton	ENG_DF_000170_20150219_F0010008Z:4986-4992	m.0157m	PER
Clinton	ENG_DF_000170_20150219_F0010008Z:6643-6649	m.0157m	PER
Clinton	ENG_DF_000170_20150219_F0010008Z:8303-8309	m.0157m	PER
Clinton	ENG_NW_001436_20150718_F0010006Q:1210-1216	m.0157m	PER
Clinton	ENG_NW_001436_20150718_F0010006Q:1298-1304	m.0157m	PER
Clinton	ENG_NW_001436_20150718_F0010006Q:4483-4489	m.0157m	PER
Clinton	ENG_NW_001389_20150713_F00100052:3752-3758	m.0157m	PER
Clinton	ENG_NW_001389_20150713_F00100052:3940-3946	m.0157m	PER
Clinton	ENG_DF_001206_20150624_F001000CN:4071-4077	m.0157m	PER
Clinton	ENG_DF_001206_20150624_F001000CN:4247-4253	m.0157m	PER
Clinton	ENG_DF_001206_20150624_F001000CN:4588-4594	m.0157m	PER
Clinton	ENG_DF_001206_20150624_F001000CN:4750-4756	m.0157m	PER
Clinton	ENG_DF_001206_20150624_F001000CN:5032-5038	m.0157m	PER
Clinton	ENG_NW_001410_20150615_F0010005V:1696-1702	m.0157m	PER
Clinton	ENG_NW_001410_20150615_F0010005V:2301-2307	m.0157m	PER
Clinton	ENG_NW_001409_20150717_F0010005T:5123-5129	m.0157m	PER
Clinton	ENG_NW_001398_20150710_F0010005D:2620-2626	m.0157m	PER
Clinton	ENG_NW_001398_20150710_F0010005D:5841-5847	m.0157m	PER
Clinton	ENG_NW_001398_20150710_F0010005D:7401-7407	m.0157m	PER
Clinton	ENG_DF_001478_20150113_F001000DC:823-829	m.0157m	PER
Clinton	ENG_DF_001478_20150113_F001000DC:5898-5904	m.0157m	PER
Texas	ENG_NW_001391_20150716_F00100054:1253-1257	m.07b_l	GPE
Texas	ENG_NW_001391_20150716_F00100054:1604-1608	m.07b_l	GPE
Texas	ENG_NW_001391_20150716_F00100054:3096-3100	m.07b_l	GPE
Texas	ENG_NW_001389_20150713_F00100052:5062-5066	m.07b_l	GPE
Texas	ENG_NW_001410_20150615_F0010005V:3113-3117	m.07b_l	GPE
Texas	ENG_NW_001427_20150718_F0010006F:6074-6078	m.07b_l	GPE
Texas	ENG_DF_001222_20150509_F001000DO:15664-15668	m.07b_l	GPE
Texas	ENG_DF_001222_20150509_F001000DO:17868-17872	m.07b_l	GPE
Texas	ENG_DF_001222_20150509_F001000DO:18576-18580	m.07b_l	GPE
Texas	ENG_DF_001222_20150509_F001000DO:23534-23538	m.07b_l	GPE
Texas	ENG_DF_001222_20150509_F001000DO:30767-30771	m.07b_l	GPE
Texas	ENG_DF_001222_20150509_F001000DO:67615-67619	m.07b_l	GPE
Texas	ENG_DF_001470_20150628_F001000CZ:9354-9358	m.07b_l	GPE
Texas	ENG_DF_001206_20150624_F001000CN:21755-21759	m.07b_l	GPE
Texas	ENG_DF_000259_20150616_F001000CX:1279-1283	m.07b_l	GPE
Texas	ENG_DF_001499_20130609_F0010008Q:27940-27944	m.07b_l	GPE
APC	ENG_DF_000380_20150606_F001000D0:133-135	m.0r4k3hv	ORG
APC	ENG_DF_000380_20150606_F001000D0:293-295	m.0r4k3hv	ORG
APC	ENG_DF_000380_20150606_F001000D0:360-362	m.0r4k3hv	ORG
Reich	ENG_DF_001496_20150709_F0010008H:9816-9820	m.059z0	GPE
Reich	ENG_DF_001496_20150709_F0010008H:11387-11391	m.059z0	GPE
Sydney	ENG_DF_000300_20150426_F0010008U:7328-7333	m.06y57	GPE
SYDNEY	ENG_DF_000300_20150426_F0010008U:7346-7351	m.06y57	GPE
Sydney	ENG_DF_000300_20150426_F0010008U:7947-7952	m.06y57	GPE
Walmart	ENG_DF_001469_20150710_F001000CY:9631-9637	m.0841v	ORG
Walmart	ENG_DF_001469_20150710_F001000CY:12184-12190	m.0841v	ORG
Walmart	ENG_DF_001206_20150624_F001000CN:7048-7054	m.0841v	ORG
California	ENG_NW_001409_20150717_F0010005T:3224-3233	m.01n7q	GPE
California	ENG_NW_001409_20150717_F0010005T:3396-3405	m.01n7q	GPE
California	ENG_NW_001409_20150717_F0010005T:3482-3491	m.01n7q	GPE
California	ENG_NW_001462_20150618_F0010006X:1643-1652	m.01n7q	GPE
California	ENG_NW_001464_20150623_F00100070:1652-1661	m.01n7q	GPE
California	ENG_NW_001418_20150709_F00100066:5640-5649	m.01n7q	GPE
California	ENG_DF_000300_20150426_F0010008U:2448-2457	m.01n7q	GPE
California	ENG_DF_001468_20150710_F001000CR:14921-14930	m.01n7q	GPE
USSR	ENG_DF_000380_20150713_F001000CT:5622-5625	m.05vz3zq	GPE
USSR	ENG_DF_001222_20150509_F001000DO:55177-55180	m.05vz3zq	GPE
Yola	ENG_DF_000380_20150606_F001000D0:1688-1691	m.02jtty	GPE
Yola	ENG_DF_000380_20150606_F001000D0:1831-1834	m.02jtty	GPE
Dutch	ENG_NW_001404_20150717_F0010005K:4861-4865	m.059j2	GPE
Korea	ENG_NW_001398_20150710_F0010005D:15741-15745	m.06qd3	GPE
GDR	ENG_NW_001436_20140731_F0010006P:3916-3918	m.03f2w	GPE
GDR	ENG_NW_001436_20140731_F0010006P:6649-6651	m.03f2w	GPE
Japanese	ENG_NW_001439_20150622_F0010006U:3536-3543	m.03_3d	GPE
Japanese	ENG_NW_001421_20150804_F00100069:1704-1711	m.03_3d	GPE
PNAC	ENG_NW_001398_20150710_F0010005D:793-796	m.01c4wz	ORG
PNAC	ENG_NW_001398_20150710_F0010005D:1147-1150	m.01c4wz	ORG
PNAC	ENG_NW_001398_20150710_F0010005D:2254-2257	m.01c4wz	ORG
PNAC	ENG_NW_001398_20150710_F0010005D:2578-2581	m.01c4wz	ORG
PNAC	ENG_NW_001398_20150710_F0010005D:2971-2974	m.01c4wz	ORG
PNAC	ENG_NW_001398_20150710_F0010005D:4075-4078	m.01c4wz	ORG
PNAC	ENG_NW_001398_20150710_F0010005D:4263-4266	m.01c4wz	ORG
PNAC	ENG_NW_001398_20150710_F0010005D:5070-5073	m.01c4wz	ORG
PNAC	ENG_NW_001398_20150710_F0010005D:5914-5917	m.01c4wz	ORG
PNAC	ENG_NW_001398_20150710_F0010005D:6564-6567	m.01c4wz	ORG
PNAC	ENG_NW_001398_20150710_F0010005D:12745-12748	m.01c4wz	ORG
PNAC	ENG_NW_001398_20150710_F0010005D:14688-14691	m.01c4wz	ORG
AP	ENG_NW_001420_20150714_F00100068:349-350	m.0cv_2	ORG
AP	ENG_NW_001420_20150714_F00100068:2394-2395	m.0cv_2	ORG
AP	ENG_DF_001477_20150709_F001000DA:1733-1734	m.0cv_2	ORG
AP	ENG_NW_001440_20150709_F0010006V:361-362	m.0cv_2	ORG
AP	ENG_NW_001390_20150627_F00100053:350-351	m.0cv_2	ORG
AP	ENG_NW_001390_20150627_F00100053:6342-6343	m.0cv_2	ORG
AP	ENG_NW_001392_20150428_F00100055:355-356	m.0cv_2	ORG
AP	ENG_DF_001476_20150428_F001000D9:13231-13232	m.0cv_2	ORG
AP	ENG_NW_001408_20150629_F0010005S:4213-4214	m.0cv_2	ORG
AP	ENG_DF_001471_20150528_F001000D2:348-349	m.0cv_2	ORG
AP	ENG_DF_001470_20150628_F001000CZ:11310-11311	m.0cv_2	ORG
Republicans	ENG_DF_000170_20150505_F00100090:604-614	m.07wbk	ORG
Republicans	ENG_DF_000170_20150505_F00100090:888-898	m.07wbk	ORG
Republicans	ENG_DF_000170_20150505_F00100090:1112-1122	m.07wbk	ORG
Republicans	ENG_DF_000170_20150505_F00100090:1396-1406	m.07wbk	ORG
republicans	ENG_DF_000170_20150505_F00100090:1723-1733	m.07wbk	ORG
republicans	ENG_DF_000170_20150505_F00100090:1963-1973	m.07wbk	ORG
Republicans	ENG_DF_000170_20150505_F00100090:2017-2027	m.07wbk	ORG
Republicans	ENG_DF_000170_20150505_F00100090:2301-2311	m.07wbk	ORG
Republicans	ENG_DF_000170_20150505_F00100090:2605-2615	m.07wbk	ORG
Republicans	ENG_DF_000170_20150505_F00100090:2910-2920	m.07wbk	ORG
republicans	ENG_DF_000170_20150505_F00100090:3070-3080	m.07wbk	ORG
Republicans	ENG_DF_000170_20150505_F00100090:3124-3134	m.07wbk	ORG
Republicans	ENG_DF_000170_20150505_F00100090:3408-3418	m.07wbk	ORG
Republicans	ENG_DF_000170_20150505_F00100090:3946-3956	m.07wbk	ORG
republicans	ENG_DF_000170_20150505_F00100090:4106-4116	m.07wbk	ORG
Republicans	ENG_DF_000170_20150505_F00100090:4160-4170	m.07wbk	ORG
Republicans	ENG_DF_000170_20150505_F00100090:4444-4454	m.07wbk	ORG
Republicans	ENG_DF_000170_20150505_F00100090:5055-5065	m.07wbk	ORG
republicans	ENG_DF_000170_20150505_F00100090:5215-5225	m.07wbk	ORG
Republicans	ENG_DF_000170_20150505_F00100090:5269-5279	m.07wbk	ORG
Republicans	ENG_DF_000170_20150505_F00100090:5553-5563	m.07wbk	ORG
Republicans	ENG_DF_000170_20150505_F00100090:6316-6326	m.07wbk	ORG
republicans	ENG_DF_000170_20150505_F00100090:6476-6486	m.07wbk	ORG
Republicans	ENG_DF_000170_20150505_F00100090:6530-6540	m.07wbk	ORG
Republicans	ENG_DF_000170_20150505_F00100090:6814-6824	m.07wbk	ORG
Republicans	ENG_DF_000170_20150505_F00100090:7694-7704	m.07wbk	ORG
republicans	ENG_DF_000170_20150505_F00100090:7854-7864	m.07wbk	ORG
Republicans	ENG_DF_000170_20150505_F00100090:7908-7918	m.07wbk	ORG
Republicans	ENG_DF_000170_20150505_F00100090:8192-8202	m.07wbk	ORG
Republicans	ENG_NW_001391_20150716_F00100054:2078-2088	m.07wbk	ORG
Republicans	ENG_NW_001391_20150716_F00100054:2439-2449	m.07wbk	ORG
Republicans	ENG_NW_001418_20150709_F00100066:1186-1196	m.07wbk	ORG
Republicans	ENG_NW_001418_20150709_F00100066:2772-2782	m.07wbk	ORG
Republicans	ENG_NW_001418_20150709_F00100066:4581-4591	m.07wbk	ORG
Republicans	ENG_DF_000367_20150408_F001000CK:8397-8407	m.07wbk	ORG
Republicans	ENG_DF_000367_20150408_F001000CK:8581-8591	m.07wbk	ORG
Republicans	ENG_DF_000367_20150408_F001000CK:8846-8856	m.07wbk	ORG
Republicans	ENG_DF_001487_20150715_F0010008O:5148-5158	m.07wbk	ORG
Republicans	ENG_NW_001410_20150611_F0010005U:961-971	m.07wbk	ORG
Republicans	ENG_NW_001410_20150611_F0010005U:2151-2161	m.07wbk	ORG
Republicans	ENG_NW_001410_20150611_F0010005U:6857-6867	m.07wbk	ORG
Republicans	ENG_DF_001206_20150624_F001000CN:22294-22304	m.07wbk	ORG
Republicans	ENG_DF_001206_20150624_F001000CN:24290-24300	m.07wbk	ORG
Republicans	ENG_DF_000259_20150616_F001000CX:4084-4094	m.07wbk	ORG
Republicans	ENG_DF_000259_20150616_F001000CX:9528-9538	m.07wbk	ORG
Republicans	ENG_DF_000259_20150616_F001000CX:9769-9779	m.07wbk	ORG
Republicans	ENG_DF_000259_20150616_F001000CX:11843-11853	m.07wbk	ORG
Republicans	ENG_DF_001222_20150602_F001000DL:874-884	m.07wbk	ORG
Republicans	ENG_DF_001222_20150602_F001000DL:3137-3147	m.07wbk	ORG
Republicans	ENG_DF_001222_20150602_F001000DL:7296-7306	m.07wbk	ORG
Republicans	ENG_DF_001222_20150602_F001000DL:18432-18442	m.07wbk	ORG
Republicans	ENG_DF_001222_20150602_F001000DL:19924-19934	m.07wbk	ORG
Republicans	ENG_DF_001222_20150602_F001000DL:26546-26556	m.07wbk	ORG
Republicans	ENG_DF_001222_20150602_F001000DL:29246-29256	m.07wbk	ORG
Republicans	ENG_DF_001492_20150530_F0010008B:8250-8260	m.07wbk	ORG
Republicans	ENG_NW_001427_20150718_F0010006F:1348-1358	m.07wbk	ORG
Republicans	ENG_DF_001206_20150709_F001000CO:9548-9558	m.07wbk	ORG
Republicans	ENG_NW_001410_20150615_F0010005V:7237-7247	m.07wbk	ORG
Republicans	ENG_NW_001417_20150622_F00100071:4059-4069	m.07wbk	ORG
republicans	ENG_DF_001222_20150509_F001000DO:8951-8961	m.07wbk	ORG
republicans	ENG_DF_001222_20150509_F001000DO:60178-60188	m.07wbk	ORG
republicans	ENG_DF_001499_20130609_F0010008Q:25051-25061	m.07wbk	ORG
Oman	ENG_DF_001483_20150425_F001000DM:10669-10672	m.05l8y	GPE
Perot	ENG_DF_000170_20150505_F00100090:5846-5850	m.0bxhx	PER
Tui	ENG_NW_001387_20150626_F00100050:4679-4681	m.04jvfj	ORG
Gray	ENG_NW_001437_20150426_F0010006R:1491-1494	NIL	PER
Gray	ENG_NW_001437_20150426_F0010006R:1583-1586	NIL	PER
Gray	ENG_NW_001437_20150426_F0010006R:1697-1700	NIL	PER
Gray	ENG_NW_001437_20150426_F0010006R:3456-3459	NIL	PER
Gray	ENG_NW_001437_20150426_F0010006R:3707-3710	NIL	PER
Gray	ENG_NW_001437_20150426_F0010006R:4216-4219	NIL	PER
Gray	ENG_NW_001437_20150426_F0010006R:5121-5124	NIL	PER
Gray	ENG_NW_001437_20150426_F0010006R:5177-5180	NIL	PER
Gray	ENG_NW_001437_20150426_F0010006R:5365-5368	NIL	PER
Gray	ENG_NW_001437_20150426_F0010006R:5472-5475	NIL	PER
Gray	ENG_NW_001437_20150426_F0010006R:5675-5678	NIL	PER
Gray	ENG_NW_001392_20150428_F00100055:1045-1048	NIL	PER
Gray	ENG_NW_001392_20150428_F00100055:3676-3679	NIL	PER
Gray	ENG_NW_001392_20150428_F00100055:3958-3961	NIL	PER
Gray	ENG_NW_001392_20150428_F00100055:4190-4193	NIL	PER
Gray	ENG_NW_001392_20150428_F00100055:4280-4283	NIL	PER
Gray	ENG_NW_001392_20150428_F00100055:4311-4314	NIL	PER
Gray	ENG_NW_001392_20150428_F00100055:4387-4390	NIL	PER
Gray	ENG_NW_001392_20150428_F00100055:4496-4499	NIL	PER
Gray	ENG_NW_001041_20150427_F00100063:1957-1960	NIL	PER
Gray	ENG_NW_001041_20150427_F00100063:3481-3484	NIL	PER
Gray	ENG_NW_001041_20150427_F00100063:4633-4636	NIL	PER
Gray	ENG_NW_001041_20150427_F00100063:4819-4822	NIL	PER
Gray	ENG_NW_001041_20150427_F00100063:5309-5312	NIL	PER
Gray	ENG_NW_001041_20150427_F00100063:7355-7358	NIL	PER
Gray	ENG_NW_001418_20150428_F00100065:2380-2383	NIL	PER
Gray	ENG_NW_001418_20150428_F00100065:7120-7123	NIL	PER
Gray	ENG_NW_001379_20150428_F0010004S:1406-1409	NIL	PER
Gray	ENG_NW_001379_20150428_F0010004S:4006-4009	NIL	PER
Gray	ENG_DF_001491_20150427_F0010008A:2590-2593	NIL	PER
Gray	ENG_DF_001491_20150427_F0010008A:10631-10634	NIL	PER
gray	ENG_DF_001483_20150425_F001000DM:10361-10364	NIL	PER
Gray	ENG_DF_001219_20150427_F0010008C:8057-8060	NIL	PER
gray	ENG_DF_001206_20150624_F001000CN:4801-4804	NIL	PER
Kuwait	ENG_NW_001437_20150627_F0010006S:4476-4481	m.047yc	GPE
Kuwait	ENG_NW_001437_20150627_F0010006S:4552-4557	m.047yc	GPE
Kuwait	ENG_NW_001422_20150628_F0010006A:4934-4939	m.047yc	GPE
Kuwait	ENG_NW_001422_20150628_F0010006A:5460-5465	m.047yc	GPE
Kuwait	ENG_NW_001387_20150626_F00100050:4988-4993	m.047yc	GPE
Kuwait	ENG_DF_000200_20150702_F001000DW:1064-1069	m.047yc	GPE
Kuwait	ENG_DF_001222_20150602_F001000DL:12247-12252	m.047yc	GPE
Kuwait	ENG_DF_001222_20150602_F001000DL:15136-15141	m.047yc	GPE
Kuwait	ENG_DF_001222_20150602_F001000DL:16711-16716	m.047yc	GPE
Kuwait	ENG_DF_001222_20150602_F001000DL:25037-25042	m.047yc	GPE
Chinese	ENG_NW_001400_20150707_F0010005G:229-235	m.0d05w3	GPE
Chinese	ENG_NW_001400_20150707_F0010005G:282-288	m.0d05w3	GPE
Chinese	ENG_NW_001400_20150707_F0010005G:418-424	m.0d05w3	GPE
Chinese	ENG_NW_001400_20150707_F0010005G:1217-1223	m.0d05w3	GPE
Chinese	ENG_NW_001400_20150707_F0010005G:1697-1703	m.0d05w3	GPE
Chinese	ENG_NW_001400_20150707_F0010005G:2512-2518	m.0d05w3	GPE
Chinese	ENG_NW_001400_20150707_F0010005G:4001-4007	m.0d05w3	GPE
Chinese	ENG_NW_001400_20150707_F0010005G:4233-4239	m.0d05w3	GPE
Chinese	ENG_NW_001400_20150707_F0010005G:4288-4294	m.0d05w3	GPE
Chinese	ENG_NW_001400_20150707_F0010005G:4487-4493	m.0d05w3	GPE
Chinese	ENG_NW_001400_20150707_F0010005G:4586-4592	m.0d05w3	GPE
Chinese	ENG_NW_001400_20150707_F0010005G:4715-4721	m.0d05w3	GPE
Chinese	ENG_NW_001400_20150707_F0010005G:4846-4852	m.0d05w3	GPE
Chinese	ENG_NW_001400_20150707_F0010005G:5254-5260	m.0d05w3	GPE
Chinese	ENG_NW_001400_20150707_F0010005G:6102-6108	m.0d05w3	GPE
Chinese	ENG_NW_001400_20150707_F0010005G:6378-6384	m.0d05w3	GPE
Chinese	ENG_NW_001400_20150707_F0010005G:7641-7647	m.0d05w3	GPE
Chinese	ENG_NW_001400_20150707_F0010005G:8034-8040	m.0d05w3	GPE
Chinese	ENG_NW_001400_20150707_F0010005G:8096-8102	m.0d05w3	GPE
Chinese	ENG_DF_001482_20150705_F001000DK:94-100	m.0d05w3	GPE
Chinese	ENG_DF_001482_20150705_F001000DK:1268-1274	m.0d05w3	GPE
Chinese	ENG_DF_001482_20150705_F001000DK:1501-1507	m.0d05w3	GPE
Chinese	ENG_DF_001482_20150705_F001000DK:1635-1641	m.0d05w3	GPE
Chinese	ENG_DF_001482_20150705_F001000DK:1810-1816	m.0d05w3	GPE
Chinese	ENG_DF_001482_20150705_F001000DK:2049-2055	m.0d05w3	GPE
Chinese	ENG_DF_001482_20150705_F001000DK:2082-2088	m.0d05w3	GPE
Chinese	ENG_DF_001482_20150705_F001000DK:2214-2220	m.0d05w3	GPE
Chinese	ENG_DF_001482_20150705_F001000DK:5319-5325	m.0d05w3	GPE
Chinese	ENG_DF_001482_20150705_F001000DK:7568-7574	m.0d05w3	GPE
Chinese	ENG_DF_001482_20150705_F001000DK:8720-8726	m.0d05w3	GPE
Chinese	ENG_DF_001482_20150705_F001000DK:9232-9238	m.0d05w3	GPE
Chinese	ENG_DF_001482_20150705_F001000DK:9861-9867	m.0d05w3	GPE
Chinese	ENG_DF_001482_20150705_F001000DK:10146-10152	m.0d05w3	GPE
Chinese	ENG_DF_001482_20150705_F001000DK:11158-11164	m.0d05w3	GPE
Chinese	ENG_DF_001482_20150705_F001000DK:11476-11482	m.0d05w3	GPE
Chinese	ENG_DF_001482_20150705_F001000DK:13537-13543	m.0d05w3	GPE
Chinese	ENG_DF_001482_20150705_F001000DK:13968-13974	m.0d05w3	GPE
Chinese	ENG_DF_001482_20150705_F001000DK:14368-14374	m.0d05w3	GPE
Chinese	ENG_NW_001438_20150710_F0010006T:386-392	m.0d05w3	GPE
